Manufacturer Name,Part number,Part Description,Distributor,SKU,Stock Quantity,MOQ- Minimum Order Quantity,Packaging,Currency,Price 1,Price 10,Price 25,Price 50,Price 100,Price 200,Price 250,Price 500,Price 1000,Price 2000,Price 3000,Price 4000,Price 5000,Price 10000,Price 50000,Price 100000
Skyworks Solutions,76R0120,,Newark,76R0120,281,1,,USD,1.74000,,,,1.59000,,1.59000,1.48000,1.35000,,,,,,,
Skyworks Solutions,1753759,,Farnell,1753759,395,1,,GBP,0.83000,0.81000,,,0.80000,,0.78000,0.76000,,,,,,,,
Skyworks Solutions,1753759,,element14 APAC,1753759,281,1,Cut Tape,SGD,3.74000,,,,3.32000,,,2.49000,2.20000,,,,,,,
Skyworks Solutions,863-1000-2-ND,,Digi-Key,863-1000-2-ND,0,3000,Tape & Reel,USD,,,,,,,,,,,1.25000,,,,,
Skyworks Solutions,863-1000-1-ND,,Digi-Key,863-1000-1-ND,0,1,Cut Tape,USD,2.49000,,,,2.21000,,,1.66000,1.47000,,,,,,,
Skyworks Solutions,863-1000-6-ND,,Digi-Key,863-1000-6-ND,0,1,Custom Reel,USD,2.49000,,,,2.21000,,,1.66000,1.47000,,,,,,,
Skyworks Solutions,AA103-72LF,,Component Distributors Inc.,AA103-72LF,100,1,Tape & Reel,USD,2.49100,,,,2.20500,,,,,,,,,,,
Skyworks Solutions,AA103-72LF,,Avnet Express Asia,AA103-72LF,0,6000,,USD,,,,,,,,,,,,,,,,
Skyworks Solutions,SKYW-0000293,,Chip One Stop,SKYW-0000293,13,13,,USD,,,,,,,,,,,,,,,,
Skyworks Solutions,AA106-86,,Express Electronics,AA106-86,456,,,,,,,,,,,,,,,,,,,
Skyworks Solutions,AA106-86,,4 Star Electronics,AA106-86,182,,,,,,,,,,,,,,,,,,,
Skyworks Solutions,AA106-86,,Cyclops Electronics,AA106-86,456,,,,,,,,,,,,,,,,,,,
Skyworks Solutions,AA105-86LF,,Verical,AA105-86LF,2015,,,USD,,,,,,,,,,,,,,,,
Skyworks Solutions,863-1231-2-ND,,Digi-Key,863-1231-2-ND,3000,3000,Tape & Reel,USD,,,,,,,,,,,2.53750,,,,,
Skyworks Solutions,863-1231-1-ND,,Digi-Key,863-1231-1-ND,1841,1,Cut Tape,USD,4.57000,,,,3.44000,,,3.12000,2.83999,,,,,,,
Skyworks Solutions,863-1231-6-ND,,Digi-Key,863-1231-6-ND,0,1,Custom Reel,USD,4.57000,,,,3.44000,,,3.12000,2.83999,,,,,,,
Skyworks Solutions,AA105-86LF,,Component Distributors Inc.,AA105-86LF,87,1,Tape & Reel,USD,4.57100,,,,3.43500,,,,,,,,,,,
Skyworks Solutions,SKYW-0000494,,Chip One Stop,SKYW-0000494,2015,3000,,USD,,,,,,,,,,,4.33000,,,,,
Skyworks Solutions,AA100-59LF,,Component Distributors Inc.,AA100-59LF,0,1,Tape & Reel,,,,,,,,,,,,,,,,,
Skyworks Solutions,AA103-72,,Component Distributors Inc.,AA103-72,0,1,Tape & Reel,,,,,,,,,,,,,,,,,
Skyworks Solutions,AA103-72,,Quest,AA103-72,43,,,USD,4.20000,2.10000,,,,,,,,,,,,,,
Skyworks Solutions,AA103-72,,Angenic,AA103-72,8,,,,,,,,,,,,,,,,,,,
Skyworks Solutions,AA103-72,,EDX,AA103-72,6,,,,,,,,,,,,,,,,,,,
Skyworks Solutions,AA101-80LF_EVB,,Component Distributors Inc.,AA101-80LF_EVB,0,1,Bulk,,,,,,,,,,,,,,,,,
Skyworks Solutions,AA101-80LF,,Verical,AA101-80LF,3576,,,USD,,,,,,,,,,,,,,,,
Skyworks Solutions,863-1230-1-ND,,Digi-Key,863-1230-1-ND,1244,1,Cut Tape,USD,5.14000,,,,4.55000,,,3.42000,3.02999,,,,,,,
Skyworks Solutions,863-1230-6-ND,,Digi-Key,863-1230-6-ND,0,1,Custom Reel,USD,5.14000,,,,4.55000,,,3.42000,3.02999,,,,,,,
Skyworks Solutions,863-1230-2-ND,,Digi-Key,863-1230-2-ND,0,3000,Tape & Reel,USD,,,,,,,,,,,2.58000,,,,,
Skyworks Solutions,AA101-80LF-B,,Richardson RFPD,AA101-80LF-B,650,3000,,USD,5.14000,,,,,,,,,,,,,,,
Skyworks Solutions,SKYW-0002746,,Chip One Stop,SKYW-0002746,3576,7,,USD,,6.71000,,5.81000,5.06000,5.01000,,4.95000,,,,,,,,
Skyworks Solutions,AA101-80LF,,Component Distributors Inc.,AA101-80LF,100,1,Tape & Reel,USD,5.13500,,,,4.54500,,,,,,,,,,,
Skyworks Solutions,AA105-86LF_EVB,,Component Distributors Inc.,AA105-86LF_EVB,0,1,Bulk,,,,,,,,,,,,,,,,,
Skyworks Solutions,AA110-85,,Component Distributors Inc.,AA110-85,0,1,Tape & Reel,,,,,,,,,,,,,,,,,
Skyworks Solutions,873-AA106-86LF,,Mouser,873-AA106-86LF,2980,,,USD,4.63000,,,4.57000,3.43000,,,,,,,,,,,
Skyworks Solutions,AA106-86LF,,Component Distributors Inc.,AA106-86LF,100,1,Tape & Reel,USD,4.57100,,,,3.43500,,,,,,,,,,,
Skyworks Solutions,AA113-310LF-ND,,Digi-Key,AA113-310LF-ND,0,3000,Tape & Reel,USD,,,,,,,,,,,3.85000,,,,,
Skyworks Solutions,AA113-310LF,,Component Distributors Inc.,AA113-310LF,0,1,Tape & Reel,,,,,,,,,,,,,,,,,
Skyworks Solutions,AA113-310LF,,Richardson RFPD,AA113-310LF,0,1,,,,,,,,,,,,,,,,,,
Skyworks Solutions,AA113-310LF,,Quest,AA113-310LF,4,,,USD,8.08500,,,,,,,,,,,,,,,
Skyworks Solutions,AA113-310-ND,,Digi-Key,AA113-310-ND,0,3000,,USD,,,,,,,,,,,3.85000,,,,,
Skyworks Solutions,AA113-310,,Component Distributors Inc.,AA113-310,0,1,Tape & Reel,,,,,,,,,,,,,,,,,
Skyworks Solutions,AA113-310,,Area51,AA113-310,16,,,USD,6.51000,,,,,,,,,,,,,,,
Skyworks Solutions,863-1232-1-ND,,Digi-Key,863-1232-1-ND,0,1,Cut Tape,USD,7.48000,,,,5.62100,,,5.11002,4.64600,,,,,,,
Skyworks Solutions,863-1232-6-ND,,Digi-Key,863-1232-6-ND,0,1,Custom Reel,USD,7.48000,,,,5.62100,,,5.11002,4.64600,,,,,,,
Skyworks Solutions,863-1232-2-ND,,Digi-Key,863-1232-2-ND,0,3000,Tape & Reel,USD,,,,,,,,,,,4.14800,,,,,
Skyworks Solutions,AA109-310LF,,Component Distributors Inc.,AA109-310LF,0,1,Tape & Reel,,,,,,,,,,,,,,,,,
Skyworks Solutions,AA109-310LF,,Richardson RFPD,AA109-310LF,0,1,,,,,,,,,,,,,,,,,,
Skyworks Solutions,AA109-310LF,,Avnet Express Asia,AA109-310LF,0,3000,,USD,,,,,,,,,,,5.37470,,,,,
Skyworks Solutions,AA116-72LF,,Verical,AA116-72LF,2561,,,USD,,,,,,,,,,,,,,,,
Skyworks Solutions,863-1233-1-ND,,Digi-Key,863-1233-1-ND,5707,1,Cut Tape,USD,2.49000,,,,2.20500,,,1.66100,1.47000,,,,,,,
Skyworks Solutions,863-1233-6-ND,,Digi-Key,863-1233-6-ND,5707,1,Custom Reel,USD,2.49000,,,,2.20500,,,1.66100,1.47000,,,,,,,
Skyworks Solutions,873-AA116-72LF,,Mouser,873-AA116-72LF,3090,,,USD,2.49000,,,2.37000,2.20000,,,,,,,,,,,
Skyworks Solutions,AA116-72LF,,Component Distributors Inc.,AA116-72LF,3330,1,Tape & Reel,USD,2.49100,,,,2.20500,,,,,,,,,,,
Skyworks Solutions,863-1233-2-ND,,Digi-Key,863-1233-2-ND,0,3000,Tape & Reel,USD,,,,,,,,,,,1.25100,,,,,
Skyworks Solutions,AA116-72LF-B,,Richardson RFPD,AA116-72LF-B,2561,3000,,USD,2.49000,,,,2.21000,,,1.66000,1.47000,,,,,,,
Skyworks Solutions,SKYW-0000661,,Chip One Stop,SKYW-0000661,3000,3000,,USD,,,,,,,,,,,1.19000,,,,,
Skyworks Solutions,AA116-72LF_EVB,,Component Distributors Inc.,AA116-72LF_EVB,3,1,Bulk,,,,,,,,,,,,,,,,,
Skyworks Solutions,AA113-310LF_EVB,,Component Distributors Inc.,AA113-310LF_EVB,0,1,Bulk,,,,,,,,,,,,,,,,,
Skyworks Solutions,AA110-85LF,,Component Distributors Inc.,AA110-85LF,0,1,Tape & Reel,,,,,,,,,,,,,,,,,
Skyworks Solutions,AA117-85,,Component Distributors Inc.,AA117-85,0,1,Tape & Reel,,,,,,,,,,,,,,,,,
Skyworks Solutions,AA107-310LF_EVB,,Component Distributors Inc.,AA107-310LF_EVB,0,1,Bulk,,,,,,,,,,,,,,,,,
Skyworks Solutions,AA109-310LF_EVB,,Component Distributors Inc.,AA109-310LF_EVB,0,1,Bulk,,,,,,,,,,,,,,,,,
Skyworks Solutions,AA117-85LF,,Component Distributors Inc.,AA117-85LF,0,1,Tape & Reel,,,,,,,,,,,,,,,,,
Skyworks Solutions,AA116-72,,Freelance Electronics,AA116-72,2000,,,USD,1.00000,,,,,,,,,,,,,,,
Skyworks Solutions,AA116-72,,Angenic,AA116-72,27,,,,,,,,,,,,,,,,,,,
Skyworks Solutions,AF002C1-39,,Bristol Electronics,AF002C1-39,2360,,,USD,0.48750,,,,,,,,,,,,,,,
Skyworks Solutions,AF002C1-39,,Quest,AF002C1-39,1888,,,USD,2.50000,,,,,,,,,,,,,,,
Skyworks Solutions,AF002C4-39,,Quest,AF002C4-39,864,,,USD,2.68000,,,,,,,,,,,,,,,
Skyworks Solutions,863-1234-1-ND,,Digi-Key,863-1234-1-ND,4980,1,Cut Tape,USD,4.04000,,,,3.58000,,,2.69000,2.39000,,,,,,,
Skyworks Solutions,863-1234-6-ND,,Digi-Key,863-1234-6-ND,4980,1,Custom Reel,USD,4.04000,,,,3.58000,,,2.69000,2.39000,,,,,,,
Skyworks Solutions,863-1234-2-ND,,Digi-Key,863-1234-2-ND,3000,3000,Tape & Reel,USD,,,,,,,,,,,2.18000,,,,,
Skyworks Solutions,AA210-25LF,,Component Distributors Inc.,AA210-25LF,100,1,Tape & Reel,USD,4.04000,,,,3.58000,,,,,,,,,,,
Skyworks Solutions,AA210-25LF,,Richardson RFPD,AA210-25LF,0,3000,,,,,,,,,,,,,,,,,,
Skyworks Solutions,AA210-25,,Component Distributors Inc.,AA210-25,0,1,Tape & Reel,,,,,,,,,,,,,,,,,
Skyworks Solutions,AA260-85LF,,Component Distributors Inc.,AA260-85LF,0,1,Tape & Reel,,,,,,,,,,,,,,,,,
Skyworks Solutions,AA264-87LF_EVB,,Component Distributors Inc.,AA264-87LF_EVB,1,1,Bulk,,,,,,,,,,,,,,,,,
Skyworks Solutions,AA264-87,,Verical,AA264-87,2493,,,USD,,,,,,,,,,,,,,,,
Skyworks Solutions,SKYW-0000090,,Chip One Stop,SKYW-0000090,2493,8,,USD,,5.72000,5.28000,4.57000,,3.98000,,3.94000,,,,,,,,
Skyworks Solutions,AA210-25LF_EVB,,Component Distributors Inc.,AA210-25LF_EVB,1,1,Bulk,,,,,,,,,,,,,,,,,
Skyworks Solutions,AA280-25LF,,Component Distributors Inc.,AA280-25LF,0,1,Tape & Reel,,,,,,,,,,,,,,,,,
Skyworks Solutions,863-1235-1-ND,,Digi-Key,863-1235-1-ND,53,1,Cut Tape,USD,4.04000,,,,3.58000,,,2.69000,2.38999,,,,,,,
Skyworks Solutions,863-1235-2-ND,,Digi-Key,863-1235-2-ND,0,3000,Tape & Reel,USD,,,,,,,,,,,2.18750,,,,,
Skyworks Solutions,863-1235-6-ND,,Digi-Key,863-1235-6-ND,0,1,Custom Reel,USD,4.04000,,,,3.58000,,,2.69000,2.38999,,,,,,,
Skyworks Solutions,AA264-87LF,,Component Distributors Inc.,AA264-87LF,0,1,Tape & Reel,USD,4.04000,,,,3.58000,,,,,,,,,,,
Skyworks Solutions,AA264-87LF,,Richardson RFPD,AA264-87LF,0,3000,,,,,,,,,,,,,,,,,,
Skyworks Solutions,AA264-87LF,,Avnet Express Asia,AA264-87LF,0,3000,,USD,,,,,,,,,,,2.59250,,,,,
Skyworks Solutions,AA264-87LF,,Freelance Electronics,AA264-87LF,64950,,,USD,1.70000,,,,,,,,,,,,,,,
Skyworks Solutions,AF002C1-39LF,,Component Distributors Inc.,AF002C1-39LF,0,1,Tape & Reel,,,,,,,,,,,,,,,,,
Skyworks Solutions,863-1201-ND,,Digi-Key,863-1201-ND,0,1200,Bulk,USD,,,,,,,,,,,,,,,,
Skyworks Solutions,APD0520-000,,Component Distributors Inc.,APD0520-000,6800,100,Waffle,USD,2.22200,,,,1.68900,,,,,,,,,,,
Skyworks Solutions,APD0520-000,,Richardson RFPD,APD0520-000,0,1200,,USD,,,,,1.69000,,,,,,,,,,,
Skyworks Solutions,APD0505-000,,Verical,APD0505-000,200,,,USD,,,,,5.10000,,,,,,,,,,,
Skyworks Solutions,863-1199-ND,,Digi-Key,863-1199-ND,150,100,Bulk,USD,,,,,1.70000,,,,,,,,,,,
Skyworks Solutions,APD0505-000,,Richardson RFPD,APD0505-000,200,1200,,USD,,,,,1.69000,,,,,,,,,,,
Skyworks Solutions,SKYW-0002965,,Chip One Stop,SKYW-0002965,200,100,,USD,,,,,5.01000,4.96000,,,,,,,,,,
Skyworks Solutions,APD0505-000,,Component Distributors Inc.,APD0505-000,0,100,Waffle,USD,2.22200,,,,1.68900,,,,,,,,,,,
Skyworks Solutions,AF002C4-39LF,,Component Distributors Inc.,AF002C4-39LF,0,1,Tape & Reel,,,,,,,,,,,,,,,,,
Skyworks Solutions,APD0805-000,,Verical,APD0805-000,1200,,,USD,,,,,2.00000,,,,,,,,,,,
Skyworks Solutions,APD0805-000,,Richardson RFPD,APD0805-000,1200,1200,,USD,,,,,1.69000,,,,,,,,,,,
Skyworks Solutions,863-1202-ND,,Digi-Key,863-1202-ND,500,100,Bulk,USD,,,,,1.70000,,,,,,,,,,,
Skyworks Solutions,SKYW-0002772,,Chip One Stop,SKYW-0002772,1200,100,,USD,,,,,2.53000,2.20000,,1.91000,1.89000,,,,,,,
Skyworks Solutions,APD0805-000,,Component Distributors Inc.,APD0805-000,0,100,Waffle,USD,2.22200,,,,1.68900,,,,,,,,,,,
Skyworks Solutions,AL106-84LF,,Freelance Electronics,AL106-84LF,3795,,,USD,3.50000,,,,,,,,,,,,,,,
Skyworks Solutions,AP163-317LF,,Component Distributors Inc.,AP163-317LF,0,1,Tape & Reel,,,,,,,,,,,,,,,,,
Skyworks Solutions,AF002N2-32LF,,Component Distributors Inc.,AF002N2-32LF,0,1,Tape & Reel,,,,,,,,,,,,,,,,,
Skyworks Solutions,863-1206-ND,,Digi-Key,863-1206-ND,600,100,Bulk,USD,,,,,1.96250,,,,,,,,,,,
Skyworks Solutions,APD2220-000,,Component Distributors Inc.,APD2220-000,500,100,Waffle,USD,2.56500,,,,1.95000,,,,,,,,,,,
Skyworks Solutions,APD2220-000,,Richardson RFPD,APD2220-000,0,1000,,USD,,,,,1.95000,,,,,,,,,,,
Skyworks Solutions,APD0510-000,,Verical,APD0510-000,700,,,USD,,,,,5.10000,,,,,,,,,,,
Skyworks Solutions,863-1200-ND,,Digi-Key,863-1200-ND,0,1200,Bulk,USD,,,,,,,,,,,,,,,,
Skyworks Solutions,APD0510-000,,Richardson RFPD,APD0510-000,700,1200,,USD,,,,,1.69000,,,,,,,,,,,
Skyworks Solutions,1287-APD0510-000-CHP,,Chip Outpost,1287-APD0510-000-CHP,8000,100,Bulk,USD,,,,,1.10000,,,,,,,,,,,
Skyworks Solutions,APD0510-000,,Component Distributors Inc.,APD0510-000,500,100,Waffle,USD,2.22200,,,,1.68900,,,,,,,,,,,
Skyworks Solutions,SKYW-0002966,,Chip One Stop,SKYW-0002966,700,100,,USD,,,,,5.01000,4.96000,,4.91000,,,,,,,,
Skyworks Solutions,AP147-320,,Component Distributors Inc.,AP147-320,0,1,Bulk,,,,,,,,,,,,,,,,,
Skyworks Solutions,AS002R2-12,,Component Distributors Inc.,AS002R2-12,0,1,Tape & Reel,,,,,,,,,,,,,,,,,
Skyworks Solutions,AS002R2-12,,4 Star Electronics,AS002R2-12,455,,,,,,,,,,,,,,,,,,,
Skyworks Solutions,AS123-12,,Quest,AS123-12,9008,,,USD,4.62000,,,,,,,,1.84800,,,,,,,
Skyworks Solutions,AS130-73LF,,Component Distributors Inc.,AS130-73LF,0,1,Tape & Reel,,,,,,,,,,,,,,,,,
Skyworks Solutions,AS125-73,,Component Distributors Inc.,AS125-73,0,1,Tape & Reel,,,,,,,,,,,,,,,,,
Skyworks Solutions,AS163-73LF,,Component Distributors Inc.,AS163-73LF,0,1,Tape & Reel,,,,,,,,,,,,,,,,,
Skyworks Solutions,AS148-24LF,,Component Distributors Inc.,AS148-24LF,0,1,Tape & Reel,,,,,,,,,,,,,,,,,
Skyworks Solutions,AS139-73LF,,Verical,AS139-73LF,2245,,,USD,,,,,,,,,,,,,,,,
Skyworks Solutions,AS139-73LF,,Component Distributors Inc.,AS139-73LF,2154,1,Tape & Reel,USD,3.66600,,,,2.78700,,,,,,,,,,,
Skyworks Solutions,SKYW-0000097,,Chip One Stop,SKYW-0000097,2245,,,,,,,,,,,,,,,,,,,
Skyworks Solutions,AS115-61,,Component Distributors Inc.,AS115-61,0,1,Tape & Reel,,,,,,,,,,,,,,,,,
Skyworks Solutions,AS131-59,,Component Distributors Inc.,AS131-59,0,1,Tape & Reel,,,,,,,,,,,,,,,,,
Skyworks Solutions,AS131-59,,LittleDiode,AS131-59,0,,,,,,,,,,,,,,,,,,,
Skyworks Solutions,AS125-73LF,,Component Distributors Inc.,AS125-73LF,10045,1,Tape & Reel,,,,,,,,,,,,,,,,,
Skyworks Solutions,AS123-12LF,,Component Distributors Inc.,AS123-12LF,100,1,Tape & Reel,,,,,,,,,,,,,,,,,
Skyworks Solutions,AS139-73,,Component Distributors Inc.,AS139-73,0,1,Tape & Reel,,,,,,,,,,,,,,,,,
Skyworks Solutions,AS169-73,,Component Distributors Inc.,AS169-73,0,1,Tape & Reel,,,,,,,,,,,,,,,,,
Skyworks Solutions,AS169-73,,4 Star Electronics,AS169-73,43,,,,,,,,,,,,,,,,,,,
Skyworks Solutions,AS169-73LF_EVB,,Component Distributors Inc.,AS169-73LF_EVB,5,1,Bulk,,,,,,,,,,,,,,,,,
Skyworks Solutions,AS177-86LF,,Verical,AS177-86LF,3559,,,USD,,,,,,,,,,,,,,,,
Skyworks Solutions,AS177-86LF,,Component Distributors Inc.,AS177-86LF,100,1,Tape & Reel,USD,2.04900,,,,1.53900,,,1.39900,,,,,,,,
Skyworks Solutions,AS177-86LF,,Richardson RFPD,AS177-86LF,3000,3000,,,,,,,,,,,,,,,,,,
Skyworks Solutions,SKYW-0001138,,Chip One Stop,SKYW-0001138,3559,,,,,,,,,,,,,,,,,,,
Skyworks Solutions,AS177-86LF_EVB,,Component Distributors Inc.,AS177-86LF_EVB,1,1,Bulk,,,,,,,,,,,,,,,,,
Skyworks Solutions,AS176-59,,Component Distributors Inc.,AS176-59,0,1,Tape & Reel,,,,,,,,,,,,,,,,,
Skyworks Solutions,AS176-59,,Freelance Electronics,AS176-59,2985,,,USD,0.95000,,,,,,,,,,,,,,,
Skyworks Solutions,AS179-92,,Component Distributors Inc.,AS179-92,0,1,Tape & Reel,,,,,,,,,,,,,,,,,
Skyworks Solutions,AS179-92,,Express Electronics,AS179-92,2000,,,,,,,,,,,,,,,,,,,
Skyworks Solutions,AS179-92,,Cyclops Electronics,AS179-92,2000,,,,,,,,,,,,,,,,,,,
Skyworks Solutions,AS179-92,,Freedom EMG,AS179-92,88,,,,,,,,,,,,,,,,,,,
Skyworks Solutions,76R0128,,Newark,76R0128,4436,1,,USD,0.91100,,,,,,0.68800,0.61300,0.55300,,,,0.50100,,,
Skyworks Solutions,AS179-92LF,,Verical,AS179-92LF,2985,,,USD,,,,,,,,,,,,,,,,
Skyworks Solutions,873-AS179-92LF,,Mouser,873-AS179-92LF,43672,,,USD,0.55000,,,0.50200,0.42400,,,,,,,,,,,
Skyworks Solutions,863-1003-6-ND,,Digi-Key,863-1003-6-ND,35849,1,Custom Reel,USD,0.56000,,,,0.44330,,,,,,,,,,,
Skyworks Solutions,863-1003-1-ND,,Digi-Key,863-1003-1-ND,35849,1,Cut Tape,USD,0.56000,,,,0.44330,,,,,,,,,,,
Skyworks Solutions,863-1003-2-ND,,Digi-Key,863-1003-2-ND,30000,3000,Tape & Reel,USD,,,,,,,,,,,0.42625,,,,,
Skyworks Solutions,AS179-92LF,,Avnet Express Asia,AS179-92LF,90000,3000,,USD,,,,,,,,,,,0.69000,,,,,
Skyworks Solutions,AS179-92LF,,Richardson RFPD,AS179-92LF,45000,9000,,USD,,,,,,,,,,,0.39000,,,0.38000,,
Skyworks Solutions,AS179-92LF,,Component Distributors Inc.,AS179-92LF,9105,1,Tape & Reel,USD,0.55800,,,,0.42400,,,,,,,,,,,
Skyworks Solutions,SKYW-0000101,,Chip One Stop,SKYW-0000101,45000,3000,,USD,,,,,,,,,,,0.34400,,,,,
Skyworks Solutions,1753762,,Farnell,1753762,8597,1,,GBP,0.41200,0.38100,,,0.36100,,0.30900,0.27800,,,,,,,,
Skyworks Solutions,1753762,,element14 APAC,1753762,6678,1,Cut Tape,SGD,0.78000,,,,0.59100,,,0.53800,,,,,,,,
Skyworks Solutions,AS179-92LF,,Quest,AS179-92LF,881,,,USD,1.23750,,,,,,,,,,,,,,,
Skyworks Solutions,AS179-92LF,,Cyclops Electronics,AS179-92LF,3000,,,,,,,,,,,,,,,,,,,
Skyworks Solutions,AS179-92LF,,NetSource Technology,AS179-92LF,40,,,,,,,,,,,,,,,,,,,
Skyworks Solutions,AS179-92LF,,Freedom EMG,AS179-92LF,2129,,,,,,,,,,,,,,,,,,,
Skyworks Solutions,AS179-92LF,,Express Electronics,AS179-92LF,3000,,,,,,,,,,,,,,,,,,,
Skyworks Solutions,AS176-59LF,,Verical,AS176-59LF,2169,,,USD,,,,,,,,,,,,,,,,
Skyworks Solutions,873-AS176-59LF,,Mouser,873-AS176-59LF,1636,,,USD,2.10000,,,2.06000,1.62000,,,,,,,,,,,
Skyworks Solutions,AS176-59LF,,Component Distributors Inc.,AS176-59LF,2831,1,Tape & Reel,USD,2.06200,,,,1.62300,,,1.47500,,,,,,,,
Skyworks Solutions,863-1236-1-ND,,Digi-Key,863-1236-1-ND,128,1,Cut Tape,USD,2.06000,,,,1.62000,,,1.48000,1.34000,,,,,,,
Skyworks Solutions,863-1236-2-ND,,Digi-Key,863-1236-2-ND,0,3000,Tape & Reel,USD,,,,,,,,,,,1.20000,,,,,
Skyworks Solutions,863-1236-6-ND,,Digi-Key,863-1236-6-ND,0,1,Custom Reel,USD,2.06000,,,,1.62000,,,1.48000,1.34000,,,,,,,
Skyworks Solutions,AS176-59LF,,Avnet Express Asia,AS176-59LF,3000,3000,,USD,,,,,,,,,,,1.86000,,,,,
Skyworks Solutions,SKYW-0000427,,Chip One Stop,SKYW-0000427,2169,14,,USD,,,,2.44000,2.40000,2.35000,,2.21000,2.19000,,,,,,,
Skyworks Solutions,AS176-59LF,,Quest,AS176-59LF,113,,,USD,3.28000,,,,,,,,,,,,,,,
Skyworks Solutions,AS165-59LF_EVB,,Component Distributors Inc.,AS165-59LF_EVB,1,1,Bulk,,,,,,,,,,,,,,,,,
Skyworks Solutions,AS176-59LF_EVB,,Component Distributors Inc.,AS176-59LF_EVB,2,1,Bulk,,,,,,,,,,,,,,,,,
Skyworks Solutions,AS172-73LF,,Verical,AS172-73LF,361,,,USD,,,,,,,,,,,,,,,,
Skyworks Solutions,AS172-73LF,,Component Distributors Inc.,AS172-73LF,100,1,Tape & Reel,USD,3.14700,,,,2.86100,,,,,,,,,,,
Skyworks Solutions,SKYW-0003009,,Chip One Stop,SKYW-0003009,361,9,,USD,,4.94000,4.56000,3.95000,,3.44000,,,,,,,,,,
Skyworks Solutions,AS172-73LF-B,,Richardson RFPD,AS172-73LF-B,0,3000,,USD,3.47000,,,,3.15000,,,,,,,,,,,
Skyworks Solutions,AS165-59LF,,Verical,AS165-59LF,2760,,,USD,,,,,,,,,,,,,,,,
Skyworks Solutions,873-AS165-59LF,,Mouser,873-AS165-59LF,8276,,,USD,3.34000,,,3.29000,2.47000,,,,,,,,,,,
Skyworks Solutions,AS165-59LF-B,,Richardson RFPD,AS165-59LF-B,2760,3000,,USD,3.62000,,,,2.72000,,,,,,,,,,,
Skyworks Solutions,AS165-59LF,,Component Distributors Inc.,AS165-59LF,1492,1,Tape & Reel,USD,3.29200,,,,2.47300,,,,,,,,,,,
Skyworks Solutions,SKYW-0002293,,Chip One Stop,SKYW-0002293,2760,9,,USD,,5.15000,4.75000,4.12000,,3.58000,,3.55000,,,,,,,,
